1572535733.2186713,109194,154836,5075
1572535733.2266033,109190,154820,5107
1572535733.234988,109210,154852,5076
1572535733.243115,109225,154809,5095
1572535733.251415,109226,154785,5096
1572535733.2594364,109220,154830,5107
1572535733.2634754,109207,154820,5096
1572535733.2714956,109184,154842,5107
1572535733.2795172,109214,154817,5080
1572535733.2875376,109187,154832,5091
1572535733.2962499,109239,154779,5101
1572535733.3044477,109143,154732,5092
1572535733.3086941,109195,154778,5062
1572535733.3166938,109155,154762,5088
1572535733.3246696,109175,154688,5066
1572535733.3326762,109171,154743,5088
1572535733.3413553,109177,154720,5125
1572535733.3495178,109108,154726,5101
1572535733.3535993,109188,154740,5086
1572535733.3617675,109150,154732,5072
1572535733.3700016,109177,154681,5062
1572535733.378149,109143,154688,5063
1572535733.3864522,109173,154716,5098
1572535733.3945231,109134,154731,5082
1572535733.3989074,109164,154769,5089
1572535733.4069037,109166,154789,5092
1572535733.4151201,109193,154809,5059
1572535733.4229827,109177,154752,5058
1572535733.431154,109161,154841,5088
1572535733.439515,109183,154805,5087
1572535733.4434266,109164,154836,5089
1572535733.4514127,109167,154820,5106
1572535733.4602013,109205,154867,5099
1572535733.468293,109223,154856,5088
1572535733.4764977,109182,154851,5113
1572535733.484375,109160,154846,5102
1572535733.4887974,109175,154895,5074
1572535733.496971,109217,154893,5111
1572535733.5046911,109210,154914,5089
1572535733.513344,109145,154901,5097
1572535733.5215697,109187,154908,5091
1572535733.5297582,109212,154932,5090
1572535733.5332215,109185,154903,5151
1572535733.5456212,109240,154915,5094
1572535733.54954,109207,154896,5113
1572535733.557749,109178,154892,5108
1572535733.566178,109200,154917,5094
1572535733.5746245,109188,154914,5130
1572535733.5786414,109199,154951,5122
1572535733.5907574,109235,154932,5076
1572535733.5948584,109173,154934,5102
1572535733.6034672,109213,154920,5119
1572535733.6116657,109185,154956,5093
1572535733.619869,109145,154960,5112
1572535733.6238668,109149,154955,5096
1572535733.636242,109173,154894,5079
1572535733.6401243,109193,154935,5104
1572535733.6485405,109167,154894,5128
1572535733.6563094,109132,154877,5103
1572535733.66486,109212,154958,5105
1572535733.6690147,109171,154944,5106
1572535733.681279,109180,154933,5103
1572535733.685438,109150,154896,5123
1572535733.6935773,109180,154971,5140
1572535733.7018309,109209,154947,5112
1572535733.7099648,109195,154970,5099
1572535733.7182174,109183,154962,5114
1572535733.7258637,109189,154980,5067
1572535733.7304764,109202,154955,5094
1572535733.7386367,109201,154970,5140
1572535733.7467968,109179,154957,5117
1572535733.755246,109184,154964,5070
1572535733.7631552,109203,154935,5101
1572535733.7714353,109151,154894,5097
1572535733.7795095,109144,154893,5076
1572535733.7836854,109121,154777,5126
1572535733.7918694,109095,154754,5097
1572535733.800085,109081,154726,5067
1572535733.8082025,109119,154696,5104
1572535733.816412,109085,154653,5134
1572535733.8247347,109015,154593,5131
1572535733.8287587,109061,154628,5089
1572535733.8362892,109044,154623,5087
1572535733.8448625,109078,154623,5120
1572535733.8532765,109037,154576,5133
1572535733.8615122,109066,154606,5117
1572535733.8696692,109012,154631,5106
1572535733.8736732,109076,154598,5093
1572535733.881951,109042,154647,5085
1572535733.8898485,109073,154695,5134
1572535733.8982308,109086,154707,5065
1572535733.9064264,109061,154670,5087
1572535733.9147546,109126,154687,5118
1572535733.918855,109086,154737,5105
1572535733.9270287,109119,154749,5104
1572535733.9353147,109100,154805,5106
1572535733.9429789,109103,154811,5063
1572535733.9516287,109099,154828,5095
1572535733.959259,109140,154795,5095
1572535733.9639282,109069,154773,5092
1572535733.9721782,109083,154842,5091
1572535733.9803452,109083,154826,5073
1572535733.9885056,109115,154751,5097
1572535733.996702,109096,154831,5085
1572535734.0048764,109108,154807,5076
1572535734.0089765,109059,154792,5097
1572535734.017151,109131,154854,5094
1572535734.02535,109088,154835,5084
1572535734.0335238,109098,154786,5084
1572535734.0417247,109073,154741,5115
1572535734.0499249,109081,154816,5141
1572535734.0540307,109060,154753,5092
1572535734.0622244,109067,154783,5104
1572535734.0703564,109061,154769,5098
1572535734.0786383,109081,154775,5092
1572535734.086812,109069,154724,5078
1572535734.0950384,109045,154787,5115
1572535734.0991383,109072,154733,5103
1572535734.1072414,109065,154761,5057
1572535734.1154573,109107,154733,5106
1572535734.12379,109069,154740,5073
1572535734.1311738,109064,154758,5093
1572535734.1400084,109061,154724,5104
1572535734.1443908,109040,154783,5098
1572535734.1523628,109029,154790,5101
1572535734.1605077,109038,154793,5088
1572535734.1687007,109071,154802,5119
1572535734.1768303,108992,154754,5115
1572535734.185094,109055,154795,5082
1572535734.189194,109037,154861,5080
1572535734.197435,109078,154844,5134
1572535734.2054987,109112,154842,5111
1572535734.2138226,109087,154846,5114
1572535734.2215924,109064,154860,5117
1572535734.2298265,109088,154803,5094
1572535734.238314,109048,154870,5101
1572535734.242442,109091,154887,5134
1572535734.2538908,109103,154916,5083
1572535734.25903,109081,154912,5118
1572535734.2662182,109117,154960,5151
1572535734.2755468,109067,154887,5101
1572535734.2833886,109048,154951,5116
1572535734.2874906,109040,154942,5091
1572535734.2991767,109078,154878,5092
1572535734.3041902,109088,154938,5105
1572535734.3122456,109082,154874,5109
1572535734.3203611,109037,154886,5120
1572535734.3283384,109105,154968,5131
1572535734.3323205,109063,154924,5101
1572535734.3447926,109082,154910,5101
1572535734.3489184,109064,154871,5118
1572535734.3571782,109069,154959,5099
1572535734.365312,109078,154919,5105
1572535734.3736691,109079,154937,5105
1572535734.3776798,109073,154940,5120
1572535734.3894706,109071,154944,5125
1572535734.3939638,109066,154919,5097
1572535734.4021344,109074,154909,5133
1572535734.4103804,109086,154922,5122
1572535734.41856,109074,154958,5094
1572535734.422631,109077,154942,5136
1572535734.434934,109079,154954,5117
1572535734.4389782,109053,154975,5083
1572535734.447055,109073,154952,5127
1572535734.4554334,109049,154958,5132
1572535734.4636085,109079,154992,5095
1572535734.4676902,109076,155008,5132
1572535734.4800196,109079,154983,5135
1572535734.4841075,109037,154965,5097
1572535734.4922807,109020,154977,5122
1572535734.5004003,109058,154966,5126
1572535734.5082655,109015,154912,5119
1572535734.5127811,109018,154872,5134
1572535734.5243454,109011,154852,5147
1572535734.5287066,108987,154760,5118
1572535734.5370736,109007,154703,5118
1572535734.5454915,108964,154618,5098
1572535734.5531948,108958,154684,5110
1572535734.5621474,108963,154637,5064
1572535734.5701041,108954,154629,5108
1572535734.5737045,108995,154593,5117
1572535734.5817735,108932,154601,5081
1572535734.5904741,108961,154628,5102
1572535734.5985484,108888,154658,5099
1572535734.606619,108946,154635,5098
1572535734.6151776,108949,154669,5088
1572535734.6191049,109005,154659,5123
1572535734.6268744,108926,154698,5088
1572535734.6351056,108920,154755,5091
1572535734.6438107,108966,154723,5085
1572535734.6519754,108998,154681,5076
1572535734.6602254,108974,154772,5112
1572535734.6643188,108992,154767,5083
1572535734.6725,108941,154716,5100
1572535734.6804237,109005,154818,5106
1572535734.6889021,108985,154819,5095
1572535734.6970458,108983,154763,5098
1572535734.7052739,108985,154728,5121
1572535734.7135634,108981,154848,5083
1572535734.7178726,109000,154801,5093
1572535734.7249885,108956,154865,5128
1572535734.7340488,108991,154855,5106
1572535734.742172,108984,154857,5086
1572535734.750311,109010,154817,5103
1572535734.758382,108979,154839,5142
1572535734.7624207,109004,154819,5093
1572535734.7704134,108992,154858,5074
1572535734.7788908,109014,154821,5063
1572535734.7871406,108991,154791,5079
1572535734.7953944,108980,154836,5101
1572535734.803735,108970,154819,5105
1572535734.8077455,108916,154820,5113
1572535734.8158154,108959,154800,5111
1572535734.8234608,108935,154766,5118
1572535734.832385,108954,154793,5147
1572535734.8403907,108919,154716,5141
1572535734.848411,108958,154715,5108
1572535734.8524256,108975,154765,5088
1572535734.8608902,108922,154772,5129
1572535734.8690634,108989,154761,5096
1572535734.8771043,108952,154754,5106
1572535734.8854501,108977,154770,5118
1572535734.8930147,108951,154759,5101
1572535734.897791,108907,154745,5112
1572535734.9052029,108938,154801,5111
1572535734.9142463,108964,154828,5072
1572535734.9223907,108957,154818,5100
1572535734.9305367,108976,154805,5134
1572535734.938739,108960,154842,5096
1572535734.9428391,108947,154836,5108
1572535734.9504018,108925,154854,5095
1572535734.959214,108968,154854,5091
1572535734.967398,108950,154880,5130
1572535734.9751086,108986,154843,5119
1572535734.9837892,108927,154818,5098
1572535734.9878874,108978,154900,5120
1572535734.9960866,108963,154894,5065
1572535735.004287,108997,154852,5133
1572535735.0126336,108936,154826,5112
1572535735.0206723,108978,154952,5122
1572535735.028861,108979,154872,5108
1572535735.0329306,108946,154903,5088
1572535735.04077,108975,154875,5118
1572535735.0493886,108968,154931,5100
1572535735.057375,108966,154884,5103
1572535735.0657077,108979,154889,5125
1572535735.0739088,108965,154872,5120
1572535735.0782473,108954,154933,5092
1572535735.086183,108991,154923,5101
1572535735.0943825,108970,154893,5084
1572535735.1025572,108953,154892,5130
1572535735.110618,108925,154927,5110
1572535735.118957,108971,154891,5115
1572535735.1230571,108905,154947,5120
1572535735.1314251,108941,154912,5122
1572535735.1394715,108979,154956,5135
1572535735.1476042,108908,154887,5115
1572535735.1558027,108959,154900,5117
1572535735.1640053,108973,154886,5101
1572535735.1721768,108916,154953,5113
1572535735.1805487,108959,154966,5096
1572535735.1846209,108993,154959,5132
1572535735.1926804,108966,154978,5131
1572535735.200825,108983,154950,5109
1572535735.2086916,108919,154944,5127
1572535735.2167606,108955,154941,5145
1572535735.2254674,108993,154930,5092
1572535735.2336233,108929,154888,5104
1572535735.237633,108961,154804,5136
1572535735.2458973,108905,154808,5120
1572535735.254184,108875,154749,5111
1572535735.2624521,108876,154736,5114
1572535735.2705705,108879,154657,5115
1572535735.2786734,108869,154647,5107
1572535735.2828007,108860,154575,5115
1572535735.2909486,108787,154539,5094
1572535735.2988772,108852,154627,5109
1572535735.3073728,108861,154587,5087
1572535735.3152885,108859,154552,5112
1572535735.3237486,108820,154541,5070
1572535735.327304,108835,154636,5105
1572535735.335653,108865,154613,5088
1572535735.343675,108830,154635,5103
1572535735.3517318,108829,154648,5092
1572535735.3608558,108872,154686,5117
1572535735.3687959,108880,154715,5063
1572535735.3728979,108871,154666,5087
1572535735.3806562,108869,154719,5100
1572535735.3893564,108887,154761,5064
1572535735.3974216,108885,154775,5112
1572535735.4057033,108879,154791,5122
1572535735.4137936,108818,154740,5111
1572535735.4179573,108861,154738,5115
1572535735.426118,108849,154755,5093
1572535735.4343705,108875,154788,5125
1572535735.4422226,108917,154764,5076
1572535735.450318,108891,154780,5053
1572535735.458248,108914,154787,5103
1572535735.463264,108877,154751,5094
1572535735.4712558,108834,154783,5097
1572535735.4793684,108829,154816,5087
1572535735.4873922,108873,154820,5071
1572535735.495679,108855,154809,5083
1572535735.5034952,108916,154776,5125
1572535735.5076008,108833,154754,5085
1572535735.5159762,108821,154796,5079
1572535735.5244398,108835,154771,5084
1572535735.532611,108870,154683,5098
1572535735.5408669,108859,154731,5072
1572535735.5486565,108835,154700,5047
1572535735.5527518,108800,154683,5084
1572535735.561368,108866,154721,5087
1572535735.5694594,108831,154728,5074
1572535735.5776892,108847,154729,5129
1572535735.5858867,108841,154687,5121
1572535735.594162,108833,154747,5105
1572535735.598189,108866,154701,5099
1572535735.6057098,108821,154755,5083
1572535735.6145077,108816,154717,5089
1572535735.6223803,108833,154767,5132
1572535735.630592,108853,154776,5052
1572535735.6384811,108837,154742,5116
1572535735.6434734,108861,154738,5077
1572535735.6516068,108838,154796,5056
1572535735.659685,108877,154807,5074
1572535735.6678102,108854,154798,5044
1572535735.6758184,108832,154829,5060
1572535735.6840296,108863,154841,5094
1572535735.6917827,108839,154867,5083
1572535735.696484,108830,154831,5081
1572535735.7046292,108841,154861,5101
1572535735.712859,108860,154853,5132
1572535735.7210236,108805,154806,5106
1572535735.7290142,108848,154844,5086
1572535735.7374048,108837,154844,5082
